id,name,type,sku,qty,reorder,unit,price,supplier,restockDate,expiry,addedBy
inv_3b6cb6dfd109,Basmati Rice,Dry,AUTO-1781360779533,10,10,10kg Bags,23,Tropical Foods (Wanis),2026-06-13,2026-07-31,admin
